GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US53033032322,53033032322,"Census Tract 323.22, King County, Washington",3482,286
1400000US53033032323,53033032323,"Census Tract 323.23, King County, Washington",5257,270
1400000US53033032324,53033032324,"Census Tract 323.24, King County, Washington",4973,301
1400000US53033032325,53033032325,"Census Tract 323.25, King County, Washington",5685,413
1400000US53033032326,53033032326,"Census Tract 323.26, King County, Washington",3531,353
1400000US53033032327,53033032327,"Census Tract 323.27, King County, Washington",3468,169
1400000US53033032328,53033032328,"Census Tract 323.28, King County, Washington",3125,176
1400000US53033032329,53033032329,"Census Tract 323.29, King County, Washington",6239,320
1400000US53033032401,53033032401,"Census Tract 324.01, King County, Washington",5660,391
1400000US53033032402,53033032402,"Census Tract 324.02, King County, Washington",5462,403
1400000US53033032500,53033032500,"Census Tract 325, King County, Washington",4908,362
1400000US53033032601,53033032601,"Census Tract 326.01, King County, Washington",2996,301
1400000US53033032602,53033032602,"Census Tract 326.02, King County, Washington",9870,673
1400000US53033032702,53033032702,"Census Tract 327.02, King County, Washington",6141,348
1400000US53033032703,53033032703,"Census Tract 327.03, King County, Washington",1887,249
1400000US53033032704,53033032704,"Census Tract 327.04, King County, Washington",5932,527
1400000US53033032800,53033032800,"Census Tract 328, King County, Washington",2362,265
1400000US53033990100,53033990100,"Census Tract 9901, King County, Washington",0,123
